,,,,,,,,,,
1990-1991 TOULOUSE-BLAGNAC ROSTER,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,
,5,CAN,Brett Magee (D),30,1995,"Edmonton, AB, CAN",182,84,L,
,6,USA,Maxwell Roth (D),28,1997,"Evanston, IL, USA",185,84,L,
,7,FRA,Lo�c Mairal (D),22,2002,"Toulouse, FRA",183,73,G,
,17,FRA,Maxime Foulon (D),26,1999,"Toulouse, FRA",188,80,L,
,92,FRA,Evan Chappa (D),22,2003,"Toulouse, FRA",172,72,L,
,96,FRA,Mathieu Borg (D),19,2005,"Toulouse, FRA",174,63,R,
,30,FRA,Nicolas Chauveau (D),34,1991,"Clichy, FRA",178,80,L,
FORWARDS,,,,,,,,,,
,9,USA,Andre Menard (F/D) (C),36,1989,"Basking Ridge, NJ, USA",175,82,L,
,11,FRA,Cl�ment Blaser (F),32,1993,"Perpignan, FRA",182,81,L,
,13,FRA,Hugo Galvez (F),21,2004,"Reims, FRA",176,77,L,
,14,USA,Jake MacDonald (F),24,2001,"Cumberland, ME, USA",183,77,R,
,15,FRA,Pierre By� (F),22,2003,"Toulouse, FRA",179,74,L,
,18,FRA,Ugo Boccassini (RW) (A),25,2000,"Marseille, FRA",168,73,R,
,20,FRA,Damien Bourguignon (C) (A),33,1992,"Athis-Mons, FRA",176,78,L,
,21,FRA,Quentin Borg (F),22,2003,"Toulouse, FRA",172,72,L,
,64,FRA,Pablo Sudor (F),24,2001,"Toulouse, FRA",180,80,L,
,71,FRA,Valentin Audisio (F),24,2001,"Toulouse, FRA",170,71,R,
,72,FRA,Lucas Audisio (F),19,2006,"Toulouse, FRA",170,65,,
,88,FRA,Camille Mutte (F),22,2003,"Toulouse, FRA",174,73,L,
,93,USA,Shane Sullivan (F),26,1999,"Holden, MA, USA",194,93,R,
