,,,,,,,,,,
1990-1991 TOULOUSE-BLAGNAC ROSTER,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,
,#31,,Pierre Mauffrey (G),35,1988,"Belfort, FRA",182,81,R,
DEFENSEMEN,,,,,,,,,,
,#10,,Valtteri Autio (D),32,1992,"Vaasa, FIN",172,78,L,
,#6,,Kévin Codevelle (D),35,1989,,-0,-0,R,
,#26,,Irwin Curtet (D),32,1991,"Grenoble, FRA",177,77,L,
,#4,,Damien Gadiot (D),38,1985,"Toulouse, FRA",180,78,L,
,#32,,David Gaydon (D),36,1987,"Sallanches, FRA",175,74,L,
,#20,,Akseli Mattila (D),35,1988,"Ylivieska, FIN",182,91,L,
,#74,,"Maxime Michaud (D)""A""",36,1987,"Thonon-les-Bains, FRA",187,88,L,
,#18,,"Rémi Peronnard (C/D)""A""",38,1985,"Grenoble, FRA",190,92,L,
,#12,,Benoît Pourtanel (D),50,1974,"Ris-Orangis, FRA",180,86,L,
,#44,,Terry Prunier (D),40,1984,"Rouen, FRA",186,88,L,
,#77,,Harold Ten Braak (D),39,1984,"Dammarie-les-Lys, FRA",187,80,L,
FORWARDS,,,,,,,,,,
,#11,,Clément Blaser (F),31,1993,"Perpignan, FRA",182,81,L,
,#17,,Alexis Codevelle (F),37,1986,"Lyon, FRA",180,65,L,
,#8,,Rémi Doroginsky (LW),32,1991,,180,73,R,
,#92,,Maxime Faup (C),32,1992,"Toulouse, FRA",178,72,L,
,#55,,Tommy Flinck (F),53,1971,"Pori, FIN",192,95,L,
,#79,,"Karl Fournier (C)""A""",41,1983,"Pointe-Claire, QC, CAN",176,82,L,
,#7,,Olivier Gamache (F),37,1987,"Pierrefonds, QC, CAN",190,86,R,
,#13,,Augustin Gillardin (F),38,1985,"Bastia, FRA",188,88,L,
,#71,,Jimi Palanto (C/LW),34,1990,"Tampere, FIN",178,70,L,
,#3,,Jeremy Pradel (F),34,1990,"Toulouse, FRA",177,80,R,
,#19,,Christophe Ribanelli (C),46,1977,"Le Plessis-Bouchard, FRA",172,68,L,
,#14,,"Sébastien Savajol (F)""C""",42,1982,"Toulon, FRA",172,70,L,
,#15,,Bryan Ten Braak (LW),34,1990,"Dammarie-les-Lys, FRA",188,77,L,
2013-2014 TOULOUSE-BLAGNAC ROSTER,,,,,,,,,,
,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,
GOALTENDERS,,,,,,,,,,
,#1,,Paul Gigomas (G),28,1995,,-0,-0,L,
,,,Thomas Labonne (G),34,1990,,-0,-0,L,
,#72,,Niklas Lehti (G),34,1990,"Reading, GBR",186,87,L,
DEFENSEMEN,,,,,,,,,,
,#6,,Kévin Codevelle (D),35,1989,,-0,-0,R,
,#18,,"Jussi Korvakangas (D)""A""",32,1991,"Hämeenlinna, FIN",179,73,L,
,#10,,Aleksi Laine (D),32,1992,"Helsinki, FIN",183,83,L,
,#5,,Jani Laine (D),34,1989,"Toijala, FIN",180,86,L,
,#8,,Théo Michel (D),29,1994,,-0,-0,-0,
,#15,,Sébastien Pommier (D),31,1993,"Dunkerque, FRA",188,85,L,
,#2,,"Veli-Matti Talonen (D)""A""",35,1989,"Ikaalinen, FIN",180,80,L,
,#20,,Henri Tissari (D),33,1991,"Kuopio, FIN",184,75,R,
FORWARDS,,,,,,,,,,
,#11,,Clément Blaser (F),31,1993,"Perpignan, FRA",182,81,L,
,#17,,Alexis Codevelle (F),37,1986,"Lyon, FRA",180,65,L,
,#92,,"Maxime Faup (C)""A""",32,1992,"Toulouse, FRA",178,72,L,
,#9,,Fabrice Faure (RW),32,1992,"Corbeil-Essonnes, FRA",172,78,R,
,#16,,Santeri Halme (F),33,1991,"Pori, FIN",172,78,L,
,#51,,Jaakko Kerisalmi (C),35,1988,"Nokia, FIN",195,98,L,
,#13,,Marvin Krukoff (LW),31,1993,"Toulouse, FRA",187,88,R,
,#7,,Kévin Marias-Magill (F),35,1989,"Evreux, FRA",175,77,L,
,#19,,Manuel Plamondon-Ratté (F),-0,,,-0,-0,-0,
,#4,,Thomas Ronne (F),34,1990,"Paris, FRA",180,80,L,
,#14,,"Sébastien Savajol (F)""C""",42,1982,"Toulon, FRA",172,70,L,
,#21,,Jussi Viitanen (LW),31,1992,"Tikkakoski, FIN",188,94,R,
,#3,,Matthieu Vrecourt (LW),31,1993,,178,77,-0,
2014-2015 TOULOUSE-BLAGNAC ROSTER,,,,,,,,,,
,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,
GOALTENDERS,,,,,,,,,,
,#38,,Steven Catelin (G),32,1992,"Saint-Martin-d'Hères, FRA",178,78,L,
,#1,,Paul Gigomas (G),28,1995,,-0,-0,L,
,#35,,Niklas Kekki (G),31,1993,"Pori, FIN",179,78,L,
DEFENSEMEN,,,,,,,,,,
,#24,,"Juho Autio (D)""A""",37,1986,"Vaasa, FIN",179,85,L,
,,,Kévin Codevelle (D),35,1989,,-0,-0,R,
,#18,,Jussi Korvakangas (D),32,1991,"Hämeenlinna, FIN",179,73,L,
,#10,,Aleksi Laine (D),32,1992,"Helsinki, FIN",183,83,L,
,,,Jani Laine (D),34,1989,"Toijala, FIN",180,86,L,
,#5,,Robin Leppänen (D),31,1992,"Pori, FIN",183,88,L,
,#21,,Yann Pflieger (D),31,1992,"Belfort, FRA",187,90,L,
,#15,,Sébastien Pommier (D),31,1993,"Dunkerque, FRA",188,85,L,
,#18,,Andrejs Smirnovs (D),32,1992,"Riga, LAT",180,80,R,
FORWARDS,,,,,,,,,,
,#19,,Daniel Bell (F),35,1988,"Victoria, BC, CAN",180,81,-0,
,#11,,Clément Blaser (F),31,1993,"Perpignan, FRA",182,81,L,
,#17,,Alexis Codevelle (F),37,1986,"Lyon, FRA",180,65,L,
,#8,,Rémi Doroginsky (LW),32,1991,,180,73,R,
,#92,,Maxime Faup (C),32,1992,"Toulouse, FRA",178,72,L,
,#9,,Fabrice Faure (RW),32,1992,"Corbeil-Essonnes, FRA",172,78,R,
,#16,,Santeri Halme (F),33,1991,"Pori, FIN",172,78,L,
,#13,,Marvin Krukoff (LW),31,1993,"Toulouse, FRA",187,88,R,
,#20,,Cyril Lambert (F),35,1989,"Bruges, FRA",179,78,R,
,#48,,Antoine Leblanc (LW),31,1992,"Saint-Bruno, QC, CAN",175,70,R,
,#7,,"Kévin Marias-Magill (F)""A""",35,1989,"Evreux, FRA",175,77,L,
,#26,,Thybaud Rouillard (LW),33,1991,"Briançon, FRA",172,75,R,
,#6,,Paulus Rundgren (F/D),32,1992,"Kolari, FIN",183,83,L,
,#14,,"Sébastien Savajol (F)""C""",42,1982,"Toulon, FRA",172,70,L,
2016-2017 TOULOUSE-BLAGNAC ROSTER,,,,,,,,,,
,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,
GOALTENDERS,,,,,,,,,,
,#72,,Vincent Combes (G),27,1997,,-0,-0,-0,
,#1,,Paul Gigomas (G),28,1995,,-0,-0,L,
,#33,,Filip Kubis (G),40,1983,"Pisek, CZE",175,79,L,
DEFENSEMEN,,,,,,,,,,
,#20,,Thibault Buils (D/C),30,1994,"Bordeaux, FRA",183,73,L,
,#4,,Thomas Eischen (D/F),34,1989,"Annecy, FRA",185,93,L,
,#21,,Léo Martin (D),27,1997,"Cahors, FRA",193,81,R,
,#26,,Micke Niemelä (D),35,1989,"Espoo, FIN",178,84,R,
,#5,,Sébastien Pommier (D),31,1993,"Dunkerque, FRA",188,85,L,
,#2,,Damien Sanchez (D),29,1994,"Anglet, FRA",176,90,L,
,#19,,Toomas Veijola (D),32,1992,"Forssa, FIN",187,95,L,
FORWARDS,,,,,,,,,,
,#6,,Flaury Bermond (F),29,1995,"Gap, FRA",173,74,L,
,#72,,Clément Blaser (F),31,1993,"Perpignan, FRA",182,81,L,
,#7,,Pierre-Luc Champagne (C),35,1988,"Chateauguay, QC, CAN",179,93,R,
,#17,,Alexis Codevelle (F),37,1986,"Lyon, FRA",180,65,L,
,#8,,Rémi Doroginsky (LW),32,1991,,180,73,R,
,#92,,"Maxime Faup (C)""A""",32,1992,"Toulouse, FRA",178,72,L,
,#9,,Fabrice Faure (RW),32,1992,"Corbeil-Essonnes, FRA",172,78,R,
,#13,,Marvin Krukoff (LW),31,1993,"Toulouse, FRA",187,88,R,
,#96,,Celian Lebourdonnec (F),28,1996,,-0,-0,L,
,#27,,"Eddy Martin-Whalen (RW)""C""",36,1988,"LaSalle, QC, CAN",175,84,L,
,#18,,"Rémi Repetto (F)""A""",31,1993,"Annecy, FRA",173,71,R,
,#22,,Johan Saint-André (LW),30,1994,"Villiers-le-Bel, FRA",174,72,R,
,#79,,Thomas Saint-André (RW),33,1991,"Villiers-le-Bel, FRA",176,69,L,
,#9,,Lucas Thibault (F),29,1994,"Kongoussi, BFA",-0,-0,L,
2017-2018 TOULOUSE-BLAGNAC ROSTER,,,,,,,,,,
,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,
GOALTENDERS,,,,,,,,,,
,#72,,Vincent Combes (G),27,1997,,-0,-0,-0,
,#72,,Romain Frédric (G),27,1997,"Saint-Leu, FRA",194,85,-0,
,#33,,Filip Kubis (G),40,1983,"Pisek, CZE",175,79,L,
DEFENSEMEN,,,,,,,,,,
,#22,,Félix Boucher (D),28,1995,"Mercier, QC, CAN",190,90,L,
,#10,,Thibault Buils (D/C),30,1994,"Bordeaux, FRA",183,73,L,
,#2,,Eero Kotilainen (D),28,1996,"Lahti, FIN",182,82,L,
,#3,,Radim Kuzel (D),28,1995,"Cheb, CZE",187,88,L,
,#21,,Léo Martin (D),27,1997,"Cahors, FRA",193,81,R,
,#5,,"Sébastien Pommier (D)""C""",31,1993,"Dunkerque, FRA",188,85,L,
,#96,,Aki Vainio (D),27,1996,"Kotka, FIN",175,85,R,
,,,Enzo Witwicki (D),29,1995,"Saint-Cloud, FRA",182,82,L,
FORWARDS,,,,,,,,,,
,#6,,Flaury Bermond (F),29,1995,"Gap, FRA",173,74,L,
,#11,,Clément Blaser (F),31,1993,"Perpignan, FRA",182,81,L,
,#7,,Pierre-Luc Champagne (C),35,1988,"Chateauguay, QC, CAN",179,93,R,
,#8,,Rémi Doroginsky (LW),32,1991,,180,73,R,
,#92,,Maxime Faup (C),32,1992,"Toulouse, FRA",178,72,L,
,#9,,Fabrice Faure (RW),32,1992,"Corbeil-Essonnes, FRA",172,78,R,
,,,Alexandre Guitard (F),25,1998,,-0,-0,-0,
,#13,,Marvin Krukoff (LW),31,1993,"Toulouse, FRA",187,88,R,
,#96,,Celian Lebourdonnec (F),28,1996,,-0,-0,L,
,#27,,"Eddy Martin-Whalen (RW)""A""",36,1988,"LaSalle, QC, CAN",175,84,L,
,#18,,Rémi Repetto (F),31,1993,"Annecy, FRA",173,71,R,
,#79,,Tomas Rubes (LW),28,1996,"Karlovy Vary, CZE",180,87,L,
,#47,,Johan Saint-André (LW),30,1994,"Villiers-le-Bel, FRA",174,72,R,
,#19,,Baptiste Ylönen (F),30,1994,"Rouen, FRA",187,81,L,
2018-2019 TOULOUSE-BLAGNAC ROSTER,,,,,,,,,,
,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,
GOALTENDERS,,,,,,,,,,
,#72,,Romain Frédric (G),27,1997,"Saint-Leu, FRA",194,85,-0,
,#33,,Filip Kubis (G),40,1983,"Pisek, CZE",175,79,L,
DEFENSEMEN,,,,,,,,,,
,#20,,Thibault Buils (D/C),30,1994,"Bordeaux, FRA",183,73,L,
,#9,,Kylian Codevelle (D),23,2001,"Toulouse, FRA",186,100,L,
,#21,,Alexeï Courtheoux (D),23,2001,,-0,-0,-0,
,#22,,Dan Kelly (D),29,1995,"Arlington, MA, USA",185,88,-0,
,#3,,Radim Kuzel (D),28,1995,"Cheb, CZE",187,88,L,
,#5,,Sébastien Pommier (D),31,1993,"Dunkerque, FRA",188,85,L,
,#32,,Michaël Prégent (D),36,1988,"Salaberry-de-Valleyfield, QC, CAN",183,85,L,
,#7,,Hermanni Salomaa (D),29,1995,"Tornio, FIN",187,87,L,
,,,Enzo Witwicki (D),29,1995,"Saint-Cloud, FRA",182,82,L,
FORWARDS,,,,,,,,,,
,#47,,Valentin Audisio (F),22,2001,"Toulouse, FRA",170,71,R,
,#6,,"Flaury Bermond (F)""C""",29,1995,"Gap, FRA",173,74,L,
,#11,,Clément Blaser (F),31,1993,"Perpignan, FRA",182,81,L,
,#21,,Romain Condomitti (F),35,1989,"Cahors, Fra",-0,-0,-0,
,#91,,Dany Coulombe (C),27,1997,"Ste-Agathe-des-Monts, QC, CAN",179,75,L,
,#18,,Quentin Coureaud (F),26,1997,"Montpellier, FRA",-0,-0,L,
,#8,,Rémi Doroginsky (LW),32,1991,,180,73,R,
,#19,,Riho Embrich (F),31,1993,"Tallinn, EST",184,85,L,
,#92,,Maxime Faup (C),32,1992,"Toulouse, FRA",178,72,L,
,#9,,Fabrice Faure (RW),32,1992,"Corbeil-Essonnes, FRA",172,78,R,
,#96,,Alexandre Guitard (F),25,1998,,-0,-0,-0,
,#79,,Miroslav Krivochtchekov (RW),28,1995,"Moskva, RUS",176,80,L,
,#13,,"Marvin Krukoff (LW)""A""",31,1993,"Toulouse, FRA",187,88,R,
,#76,,Tomas Marcinek (W/C),34,1989,"Zvolen, SVK",186,88,L,
,#27,,"Eddy Martin-Whalen (RW)""A""",36,1988,"LaSalle, QC, CAN",175,84,L,
2019-2020 TOULOUSE-BLAGNAC ROSTER,,,,,,,,,,
,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,
GOALTENDERS,,,,,,,,,,
,#72,,Romain Frédric (G),27,1997,"Saint-Leu, FRA",194,85,-0,
,#33,,Filip Kubis (G),40,1983,"Pisek, CZE",175,79,L,
DEFENSEMEN,,,,,,,,,,
,#53,,Beni Berisha (D/F),32,1992,"Toronto, ON, CAN",178,81,R,
,#60,,Loïc Beyt (D),44,1980,,-0,-0,-0,
,#20,,Thibault Buils (D/C),30,1994,"Bordeaux, FRA",183,73,L,
,,,William Croteau (D),24,2000,"Chandler, QC, CAN",173,66,R,
,#3,,Radim Kuzel (D),28,1995,"Cheb, CZE",187,88,L,
,#25,,Elmeri Laamanen (D),29,1994,"Mikkeli, FIN",190,93,L,
,#7,,"Julien Lepage (D)""A""",30,1994,"Baie-Comeau, QC, CAN",180,78,L,
,,,Loïc Mairal (D),21,2002,"Toulouse, FRA",183,73,L,
,#53,,Marek Novák (D),30,1994,"Praha, CZE",181,91,L,
,#5,,"Sébastien Pommier (D)""A""",31,1993,"Dunkerque, FRA",188,85,L,
,#78,,Alexandre Raby (D/F),26,1998,"Briançon, FRA",179,75,L,
,#70,,Enzo Witwicki (D),29,1995,"Saint-Cloud, FRA",182,82,L,
FORWARDS,,,,,,,,,,
,#6,,"Flaury Bermond (F)""C""",29,1995,"Gap, FRA",173,74,L,
,#11,,Clément Blaser (F),31,1993,"Perpignan, FRA",182,81,L,
,#4,,Jules Bouisse (F),21,2002,"Toulouse, FRA",180,78,L,
,#13,,Timothée Champin-Flachaire (F),23,2001,"Toulouse, FRA",182,76,L,
,#21,,Dany Coulombe (C),27,1997,"Ste-Agathe-des-Monts, QC, CAN",179,75,L,
,#89,,Vincent Domenech (F),24,2000,"Toulouse, FRA",177,75,L,
,#92,,Maxime Faup (C),32,1992,"Toulouse, FRA",178,72,L,
,#79,,Miroslav Krivochtchekov (RW),28,1995,"Moskva, RUS",176,80,L,
,#18,,Axel Laffin (F),26,1997,"Annecy, FRA",183,87,L,
,#21,,Jacob Lapierre (LW),25,1998,"Chateauguay, QC, CAN",188,102,L,
,#27,,Eddy Martin-Whalen (RW),36,1988,"LaSalle, QC, CAN",175,84,L,
,#24,,Julien Romand (RW),25,1999,"Sallanches, FRA",190,83,L,
,#2,,Pablo Sudor (F),23,2001,"Toulouse, FRA",180,80,L,
2020-2021 TOULOUSE-BLAGNAC ROSTER,,,,,,,,,,
,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,
GOALTENDERS,,,,,,,,,,
,,,Romain Dandel (G),23,2000,"Décines-Charpieu, FRA",180,72,L,
,,,Romain Frédric (G),27,1997,"Saint-Leu, FRA",194,85,-0,
,,,Filip Kubis (G),40,1983,"Pisek, CZE",175,79,L,
DEFENSEMEN,,,,,,,,,,
,,,Clément Bonnaudet (D),24,2000,"Sallanches, FRA",174,75,L,
,,,Thibault Buils (D/C),30,1994,"Bordeaux, FRA",183,73,L,
,,,Kylian Codevelle (D),23,2001,"Toulouse, FRA",186,100,L,
,,,Martins Kevlis (D),24,2000,"Dobele, LAT",190,87,R,
,,,Radim Kuzel (D),28,1995,"Cheb, CZE",187,88,L,
,,,Julien Lepage (D),30,1994,"Baie-Comeau, QC, CAN",180,78,L,
,,,Loïc Mairal (D),21,2002,"Toulouse, FRA",183,73,L,
,,,"Sébastien Pommier (D)""A""",31,1993,"Dunkerque, FRA",188,85,L,
FORWARDS,,,,,,,,,,
,,,"Flaury Bermond (F)""C""",29,1995,"Gap, FRA",173,74,L,
,,,Clément Blaser (F),31,1993,"Perpignan, FRA",182,81,L,
,,,Ugo Boccassini (RW),24,2000,"Marseille, FRA",168,73,R,
,,,Jules Bouisse (F),21,2002,"Toulouse, FRA",180,78,L,
,,,Noah Camus (F),22,2002,"Verviers, BEL",175,65,R,
,,,Jaime Capillas (C),23,2001,"Jaca, ESP",193,100,L,
,,,Timothée Champin-Flachaire (F),23,2001,"Toulouse, FRA",182,76,L,
,,,Nicolas Chauveau (F),33,1991,"Clichy, FRA",178,80,L,
,,,Vincent Domenech (F),24,2000,"Toulouse, FRA",177,75,L,
,,,Axel Laffin (F),26,1997,"Annecy, FRA",183,87,L,
,,,Eddy Martin-Whalen (RW),36,1988,"LaSalle, QC, CAN",175,84,L,
,,,Pablo Sudor (F),23,2001,"Toulouse, FRA",180,80,L,
2021-2022 TOULOUSE-BLAGNAC ROSTER,,,,,,,,,,
,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,
GOALTENDERS,,,,,,,,,,
,,,Romain Dandel (G),23,2000,"Décines-Charpieu, FRA",180,72,L,
,#72,,Romain Frédric (G),27,1997,"Saint-Leu, FRA",194,85,-0,
,#39,,William Lavallière (G),25,1999,"Montréal, QC, CAN",185,93,L,
DEFENSEMEN,,,,,,,,,,
,#25,,Clément Bonnaudet (D),24,2000,"Sallanches, FRA",174,75,L,
,#10,,Thibault Buils (D/C),30,1994,"Bordeaux, FRA",183,73,L,
,#60,,Kylian Codevelle (D),23,2001,"Toulouse, FRA",186,100,L,
,#8,,Martins Kevlis (D),24,2000,"Dobele, LAT",190,87,R,
,#37,,Loïc Mairal (D),21,2002,"Toulouse, FRA",183,73,L,
,#24,,Kevin Maso (D),29,1995,"Sallanches, FRA",180,80,L,
,#81,,Pierre Pampanay (D/F),26,1998,"Sallanches, FRA",174,77,L,
,#5,,"Sébastien Pommier (D)""A""",31,1993,"Dunkerque, FRA",188,85,L,
FORWARDS,,,,,,,,,,
,,,Valentin Audisio (F),22,2001,"Toulouse, FRA",170,71,R,
,#68,,"Flaury Bermond (F)""C""",29,1995,"Gap, FRA",173,74,L,
,#11,,Clément Blaser (F),31,1993,"Perpignan, FRA",182,81,L,
,#70,,Ugo Boccassini (RW),24,2000,"Marseille, FRA",168,73,R,
,#26,,Timothée Champin-Flachaire (F),23,2001,"Toulouse, FRA",182,76,L,
,#30,,"Nicolas Chauveau (F)""A""",33,1991,"Clichy, FRA",178,80,L,
,#92,,Dany Coulombe (C),27,1997,"Ste-Agathe-des-Monts, QC, CAN",179,75,L,
,#21,,Vincent Domenech (F),24,2000,"Toulouse, FRA",177,75,L,
,#15,,Sébastien Gauthier (C/RW),37,1986,"Montréal, QC, CAN",182,90,R,
,#61,,Miroslav Krivochtchekov (RW),28,1995,"Moskva, RUS",176,80,L,
,#27,,Eddy Martin-Whalen (RW),36,1988,"LaSalle, QC, CAN",175,84,L,
,,,Jonathan Martinez (F),19,2004,"Toulouse, FRA",170,60,L,
,#50,,Camille Mutte (F),20,2003,"Toulouse, FRA",174,73,L,
,#17,,Yanick Riendeau (RW/C),39,1984,"Montréal, QC, CAN",176,80,R,
,#3,,Pablo Sudor (F),23,2001,"Toulouse, FRA",180,80,L,
2022-2023 TOULOUSE-BLAGNAC ROSTER,,,,,,,,,,
,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,
GOALTENDERS,,,,,,,,,,
,#35,,Xavier Bolduc (G),24,2000,"St-Éphrem, QC, CAN",183,86,L,
,#87,,Julien Fortes-Da Cruz (G),37,1987,"Toulouse, FRA",187,100,L,
DEFENSEMEN,,,,,,,,,,
,#25,,Clément Bonnaudet (D),24,2000,"Sallanches, FRA",174,75,L,
,#37,,Loïc Mairal (D),21,2002,"Toulouse, FRA",183,73,L,
,#81,,Pierre Pampanay (D/F),26,1998,"Sallanches, FRA",174,77,L,
,#5,,"Sébastien Pommier (D)""A""",31,1993,"Dunkerque, FRA",188,85,L,
,#10,,Gaëtan Portier (D/F),34,1990,"Eaubonne, FRA",187,87,R,
,#17,,Connor Vermeulen (D),28,1996,"Saskatoon, SK, CAN",193,98,R,
FORWARDS,,,,,,,,,,
,#71,,Valentin Audisio (F),22,2001,"Toulouse, FRA",170,71,R,
,#55,,Joakim Bergeron (LW),23,2001,"Roxton Pond, QC, CAN",175,72,L,
,#95,,"Flaury Bermond (F)""C""",29,1995,"Gap, FRA",173,74,L,
,#11,,Clément Blaser (F),31,1993,"Perpignan, FRA",182,81,L,
,#70,,Ugo Boccassini (RW),24,2000,"Marseille, FRA",168,73,R,
,#20,,Damien Bourguignon (C),31,1992,"Athis-Mons, FRA",176,78,L,
,,,Alexandre Capet (C),37,1986,"Colombes, FRA",178,71,L,
,#26,,Timothée Champin-Flachaire (F),23,2001,"Toulouse, FRA",182,76,L,
,#30,,"Nicolas Chauveau (F)""A""",33,1991,"Clichy, FRA",178,80,L,
,#8,,Arthur Chauvet (F),22,2002,"La Roche-sur-Yon, FRA",175,77,L,
,#34,,Alex MacDonald (C),27,1997,"Windsor Junction, NS, CAN",175,76,R,
,#27,,Eddy Martin-Whalen (RW),36,1988,"LaSalle, QC, CAN",175,84,L,
,,,Jonathan Martinez (F),19,2004,"Toulouse, FRA",170,60,L,
,#59,,Camille Mutte (F),20,2003,"Toulouse, FRA",174,73,L,
,#24,,Alexander Stephenson (C/LW),33,1990,"Montréal, QC, CAN",178,82,L,
,#3,,Pablo Sudor (F),23,2001,"Toulouse, FRA",180,80,L,
2023-2024 TOULOUSE-BLAGNAC ROSTER,,,,,,,,,,
,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,CTRCT
GOALTENDERS,,,,,,,,,,
,#35,,Xavier Bolduc (G),24,2000,"St-Éphrem, QC, CAN",183,86,L,24/25
,#87,,Julien Fortes-Da Cruz (G),37,1987,"Toulouse, FRA",187,100,L,23/24
,#32,,Aubin Narbonne (G),20,2003,"Limoges, FRA",184,75,L,24/25
DEFENSEMEN,,,,,,,,,,
,#60,,Aristide Degardin (D),23,2000,"Paris, FRA",185,70,R,23/24
,#17,,Maxime Foulon (D),25,1999,"Toulouse, FRA",188,80,L,
,#37,,Loïc Mairal (D),21,2002,"Toulouse, FRA",183,73,L,24/25
,#24,,Ryan O'Connell (D),25,1999,"Gloucester, ON, CAN",185,84,L,23/24
,#81,,Pierre Pampanay (D/F),26,1998,"Sallanches, FRA",174,77,L,23/24
,#5,,"Sébastien Pommier (D)""A""",31,1993,"Dunkerque, FRA",188,85,L,24/25
,#10,,Gaëtan Portier (D/F),34,1990,"Eaubonne, FRA",187,87,R,24/25
FORWARDS,,,,,,,,,,
,#71,,Valentin Audisio (F),22,2001,"Toulouse, FRA",170,71,R,23/24
,#55,,Joakim Bergeron (LW),23,2001,"Roxton Pond, QC, CAN",175,72,L,23/24
,#95,,"Flaury Bermond (F)""C""",29,1995,"Gap, FRA",173,74,L,24/25
,#11,,Clément Blaser (F),31,1993,"Perpignan, FRA",182,81,L,25/26
,#70,,Ugo Boccassini (RW),24,2000,"Marseille, FRA",168,73,R,24/25
,#25,,Quentin Borg (F),21,2003,"Toulouse, FRA",172,72,L,23/24
,#20,,Damien Bourguignon (C),31,1992,"Athis-Mons, FRA",176,78,L,24/25
,#15,,Pierre Byé (F),21,2003,"Toulouse, FRA",179,74,L,23/24
,#30,,"Nicolas Chauveau (F)""A""",33,1991,"Clichy, FRA",178,80,L,24/25
,#8,,Arthur Chauvet (F),22,2002,"La Roche-sur-Yon, FRA",175,77,L,24/25
,#13,,Marvin Krukoff (LW),31,1993,"Toulouse, FRA",187,88,R,24/25
,#34,,Alex MacDonald (C),27,1997,"Windsor Junction, NS, CAN",175,76,R,23/24
,#27,,Eddy Martin-Whalen (RW),36,1988,"LaSalle, QC, CAN",175,84,L,
,#59,,Camille Mutte (F),20,2003,"Toulouse, FRA",174,73,L,23/24
,#3,,Pablo Sudor (F),23,2001,"Toulouse, FRA",180,80,L,24/25
2024-2025 TOULOUSE-BLAGNAC ROSTER,,,,,,,,,,
,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,CTRCT
GOALTENDERS,,,,,,,,,,
,#35,,Xavier Bolduc (G),24,2000,"St-Éphrem, QC, CAN",183,86,L,24/25
,#32,,Aubin Narbonne (G),20,2003,"Limoges, FRA",184,75,L,24/25
DEFENSEMEN,,,,,,,,,,
,,,Mathieu Borg (D),19,2005,"Toulouse, FRA",174,63,R,
,#92,,Evan Chappa (D),22,2003,"Toulouse, FRA",172,72,L,
,#60,,Aristide Degardin (D),23,2000,"Paris, FRA",185,70,R,23/24
,#17,,Maxime Foulon (D),25,1999,"Toulouse, FRA",188,80,L,
,#37,,Loïc Mairal (D),21,2002,"Toulouse, FRA",183,73,L,24/25
,#5,,"Sébastien Pommier (D)""A""",31,1993,"Dunkerque, FRA",188,85,L,24/25
,#10,,Gaëtan Portier (D/F),34,1990,"Eaubonne, FRA",187,87,R,24/25
,#43,,Zach Shankar (D),28,1997,"Prescott, ON, CAN",185,91,L,
FORWARDS,,,,,,,,,,
,#72,,Lucas Audisio (F),19,2006,"Toulouse, FRA",170,65,,
,#71,,Valentin Audisio (F),22,2001,"Toulouse, FRA",170,71,R,23/24
,#95,,"Flaury Bermond (F)""A""",29,1995,"Gap, FRA",173,74,L,24/25
,#11,,Clément Blaser (F),31,1993,"Perpignan, FRA",182,81,L,25/26
,#70,,Ugo Boccassini (RW),24,2000,"Marseille, FRA",168,73,R,24/25
,#25,,Quentin Borg (F),21,2003,"Toulouse, FRA",172,72,L,23/24
,#20,,Damien Bourguignon (C),31,1992,"Athis-Mons, FRA",176,78,L,24/25
,#15,,Pierre Byé (F),21,2003,"Toulouse, FRA",179,74,L,23/24
,,,Timothée Champin-Flachaire (F),24,2001,"Toulouse, FRA",182,76,L,
,#30,,"Nicolas Chauveau (F)""A""",33,1991,"Clichy, FRA",178,80,L,24/25
,#19,,Jorgen Svare Grondahl (F),28,1997,"Olso, NOR",181,85,L,
,#13,,Marvin Krukoff (LW),31,1993,"Toulouse, FRA",187,88,R,24/25
,#9,,"Andre Menard (F/D)""C""",36,1989,"Basking Ridge, NJ, USA",175,82,L,
,#59,,Camille Mutte (F),20,2003,"Toulouse, FRA",174,73,L,23/24
,#3,,Pablo Sudor (F),23,2001,"Toulouse, FRA",180,80,L,24/25
2025-2026 TOULOUSE-BLAGNAC ROSTER,,,,,,,,,,
,#,N,PLAYER,A,BORN,BIRTHPLACE,HT,WT,S,CTRCT
GOALTENDERS,,,,,,,,,,
,38,FRA,Lo�c Corvez (G),26,1999,"Grenoble, FRA",177,78,L,
,70,FRA,Aubin Narbonne (G),21,2003,"Limoges, FRA",184,75,L,
DEFENSEMEN,,,,,,,,,,
